Medication,Medication_Name,Additional_Info,FREQ,Dose_By_Name_MCG,Dose_By_Puff_MCG,Dose_By_Information
Flovent Hfa Inhl,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,,,220
Flovent Hfa Inhl,Fluticasone,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,,,220
Flovent Hfa Inhl,Fluticasone,DOSE=2 PUFF; FREQ=QAM; ROUTE=Inhl,1,,,220
Flovent Hfa Inhl,Fluticasone,DOSE=220 MCG; FREQ=BID; ROUTE=Swish & Swal,2,,440,440
Flovent Hfa Inhl,Fluticasone,DOSE=88 MCG; FREQ=BID PRN; ROUTE=Inhl,2,,176,176
Flovent Hfa Inhl,Fluticasone,FREQ=PRN; ROUTE=Inhl,,,,88
Flovent Hfa Inhl,Fluticasone,ROUTE=Inhl,,,,220
Flovent hfa-oncall,Fluticasone,,,,,100
Flovent inhaler-oncall,Fluticasone,,,,,100
Flovent-oncall,Fluticasone,,,,,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,,,100,100,150
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=BID Diuretic; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=100 EA; FREQ=Continuous PRN; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=100 MCG; FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=100 MCG; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=BID Diuretic; ROUTE=Inhl,2,100,400,400
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,100,400,400
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,200,200
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=50 MCG; FREQ=BID; ROUTE=Inhl,2,100,100,100
Fluticasone 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 salmetero,Fluticasone,,,100,100,100
Fluticasone 110 mcg inhaler,Fluticasone,,,110,110,110
Fluticasone 110 mcg inhaler 12,Fluticasone,,,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,,,110,110,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily;,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Nightly PRN; ROUTE=Inhl,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Nightly; ROUTE=Inhl,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; ROUTE=Inhl,,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=110 MCG; FREQ=BID; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,110,440,440
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,110,440,440
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,110,440,440
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Once PRN; ROUTE=Inhl,1,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; ROUTE=Inhl,,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=3 PUFF; FREQ=BID; ROUTE=Inhl,2,110,660,660
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=4 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,110,880,880
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=4 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,110,880,880
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=4 PUFF; FREQ=BID; ROUTE=Inhl,2,110,880,880
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=BID PRN;,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=BID; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=Daily PRN;,1,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=PRN;,,110,110,110
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,PUFF; FREQ=BID; ROUTE=Inhl,2,110,220,220
Fluticasone 110 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,ROUTE=Inhl,,110,110,110
Fluticasone 220 mcg inhaler,Fluticasone,,,220,220,220
Fluticasone 220 mcg inhaler 12,Fluticasone,,,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,,,220,220,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID PRN;,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Oral,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Oral,1,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Nightly; ROUTE=Inhl,1,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=QAM; ROUTE=Inhl,1,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; ROUTE=Inhl,,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF;,,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=4x Daily; ROUTE=Inhl,4,220,1760,1760
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,220,880,880
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,220,880,880
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,220,880,880
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Q6H; ROUTE=Inhl,4,220,1760,1760
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=QAM; ROUTE=Inhl,1,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; ROUTE=Inhl,,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=220 MCG; FREQ=BID; ROUTE=Inhl,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=4 PUFF; FREQ=BID; ROUTE=Inhl,2,220,1760,1760
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=440 MCG; FREQ=BID; ROUTE=Inhl,2,220,880,880
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=6 PUFF; FREQ=BID; ROUTE=Inhl,2,220,2640,2640
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=PRN;,,220,220,220
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,PUFF; FREQ=BID; ROUTE=Inhl,2,220,440,440
Fluticasone 220 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,ROUTE=Inhl,,220,220,220
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,,,250,250,500
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 Blister; FREQ=BID PRN; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=BID PRN;,2,250,500,500
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,250,1000,1000
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=250 MCG; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg/Actuation Blister Powder For Inhalation,Fluticasone,FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 salmetero,Fluticasone,,,250,0,250
Fluticasone 44 mcg inhaler,Fluticasone,,,44,0,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,,,44,0,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,44,44,44
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=4x Daily PRN; ROUTE=Inhl,4,44,352,352
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID PRN;,2,44,176,176
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,44,176,176
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,44,176,176
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,44,176,176
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily PRN;,1,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily;,1,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=Q6H PRN; ROUTE=Inhl,4,44,352,352
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=QAM; ROUTE=Inhl,1,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=2 PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,DOSE=3 PUFF; FREQ=BID; ROUTE=Inhl,2,44,264,264
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=PRN;,,44,44,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,FREQ=PRN; ROUTE=Inhl,,44,44,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,PUFF; FREQ=BID; ROUTE=Inhl,2,44,88,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,44,44,88
Fluticasone 44 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone,ROUTE=Inhl,,44,44,88
Fluticasone 50 mcg/Actuation Blister Powder For Inhalation,Fluticasone,,,50,,100
Fluticasone 50 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,50,100,100
Fluticasone 50 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Each Nare,1,50,100,100
Fluticasone 50 mcg/Actuation Blister Powder For Inhalation,Fluticasone,ROUTE=Inhl,,50,0,100
Fluticasone 500 salmetero,Fluticasone,,,500,0,300
Fluticasone Furoate 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone Furoate 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=100 MCG; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone Furoate 100 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=2 PUFF; FREQ=PRN;,,100,200,200
Fluticasone Furoate 200 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=1 PUFF; FREQ=Before Breakfast; ROUTE=Inhl,1,200,200,200
Fluticasone Furoate 200 mcg/Actuation Blister Powder For Inhalation,Fluticasone,DOSE=200 MCG; FREQ=Daily; ROUTE=Inhl,1,200,200,200
Fluticasone hfa inhaler-oncall,Fluticasone,,,,,250
Fluticasone inh 110 mcg,Fluticasone,,,110,110,110
Fluticasone inh 220 mcg,Fluticasone,,,220,220,220
Fluticasone inhaled-oncall,Fluticasone,,,,,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,,,,,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.044 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,88,88
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.05 MG; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,,50,50
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.088 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,176,176
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.088 MG; DOSETYPE=R; FREQ=TID; ROUTE=INH,3,,264,264
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,220,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=BID; ROUTE=NEB,2,,220,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=QHS; ROUTE=INH,1,,110,110
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=QID; ROUTE=INH,4,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.11 MG; FREQ=BID; ROUTE=INH,2,,220,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=BID; ROUTE=AER,2,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=BID; ROUTE=NEB,2,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,,220,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=QID; ROUTE=INH,4,,880,880
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; FREQ=BID; ROUTE=AER,2,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.22 MG; FREQ=BID; ROUTE=INH,2,,440,440
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.44 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,880,880
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.66 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,1320,1320
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=0.88 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,1760,1760
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,88
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=110 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=AER,2,,220,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,,,220
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,88
Fluticasone propionate (flovent inhaler) - LMR 1341,Fluticasone,FREQ=BID; ROUTE=INH,2,,,88
Fluticasone propionate 110 mcg aer w/adap 12gm aer w/adap,Fluticasone,,,110,110,110
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,,,110,110,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.11 MG; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,110,110,110
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.11 MG; FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,440,440
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.22 MG; FREQ=BID; ROUTE=INH,2,110,440,440
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=0.44 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,880,880
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; ROUTE=INH,,110,110,110
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,440,440
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=PRN; ROUTE=INH,,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=QPM; ROUTE=INH,1,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=UD; ROUTE=INH,,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; ROUTE=INH,,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,110,440,440
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; FREQ=QPM; ROUTE=INH,1,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; FREQ=UD; ROUTE=INH,,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=2 PUFFS; ROUTE=INH,,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=3 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,110,330,330
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=4 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,880,880
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSE=4 PUFFS; FREQ=BID; ROUTE=INH,2,110,880,880
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSETYPE=R; FREQ=PRN; ROUTE=INH,,110,110,110
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,DOSETYPE=R; ROUTE=INH,,110,110,110
Fluticasone propionate 110 mcg oral inhaler - LMR 4797,Fluticasone,FREQ=BID; ROUTE=INH,2,110,220,220
Fluticasone propionate 12gm a,Fluticasone,,,,,110
Fluticasone propionate 220 mcg aer w/adap 12gm aer w/adap,Fluticasone,,,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,,,220,220,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.22 MG; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,220,220,220
